Signal,FFT
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-124
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-127
-126
-110
-94
-77
-59
-40
-22
-3
14
33
51
70
89
107
125
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
128
